iter	RMSE
307	9.443120013
308	9.439702915
309	9.43801338
310	9.435598447
311	9.433771256
312	9.430909783
313	9.427991044
314	9.424984887
315	9.42334976
316	9.421872782
317	9.419994319
318	9.417638036
319	9.414356202
320	9.412859769
321	9.411930274
322	9.410001089
323	9.408555059
324	9.406863468
325	9.40369612
326	9.400552239
327	9.398575057
328	9.395781922
329	9.392848169
330	9.390698131
331	9.388693518
332	9.386292592
333	9.384603953
334	9.382104881
335	9.379668995
336	9.376819458
337	9.37326014
338	9.371535808
339	9.369275986
340	9.367403113
341	9.365696202
342	9.363795128
343	9.363606296
344	9.361872419
345	9.359078082
346	9.356544109
347	9.355530546
348	9.35326813
349	9.350235866
350	9.348500794
351	9.346056315
352	9.345606837
353	9.343310325
354	9.342180286
355	9.340703878
356	9.339385518
357	9.335998094
358	9.334072441
359	9.33302002
360	9.330674703
361	9.329315889
362	9.32682225
363	9.325977215
364	9.324553136
365	9.322643964
366	9.32108454
367	9.319043346
368	9.31770597
369	9.317398838
370	9.316799355
371	9.315523304
372	9.312406583
373	9.312316826
374	9.310797787
375	9.308701206
376	9.307062247
377	9.305909098
378	9.304268004
379	9.301550254
380	9.300385913
381	9.298033215
382	9.296883449
383	9.29628817
384	9.295471155
385	9.294532698
386	9.29207794
387	9.290769613
388	9.288848962
389	9.288006139
390	9.287207612
391	9.285520515
392	9.284004856
393	9.283163704
394	9.281426463
395	9.278949885
396	9.277908759
397	9.276195949
398	9.274738238
399	9.273349037
400	9.272001249
401	9.270765753
402	9.270267739
403	9.269313632
404	9.267063682
405	9.266740568
406	9.264652865
407	9.264219191
408	9.263514472
409	9.262053476
410	9.259840766
411	9.258351041
412	9.257381416
413	9.25578879
414	9.254262129
415	9.252989085
416	9.250622257
417	9.249675705
418	9.247379218
419	9.246300711
420	9.245440388
421	9.24394512
422	9.242958819
423	9.240824972
424	9.239456135
425	9.238749799
426	9.23766186
427	9.237216622
428	9.236572077
429	9.236409754
430	9.23510414
431	9.234211792
432	9.233565428
433	9.232858978
434	9.231066976
435	9.230548932
436	9.22884932
437	9.227699599
438	9.227274974
439	9.226649246
440	9.225830774
441	9.224467295
442	9.223808695
443	9.223051896
444	9.222121249
445	9.220506429
446	9.219323875
447	9.217702796
448	9.216387002
449	9.215577824
450	9.213767819
451	9.212591632
452	9.21194482
453	9.210050716
454	9.209818245
455	9.208992383
456	9.207855574
457	9.206529735
458	9.204978733
459	9.203897575
460	9.202698416
461	9.200981878
462	9.199694431
463	9.198675968
464	9.197537298
465	9.196279924
466	9.19535983
467	9.194342085
468	9.192816084
469	9.192199667
470	9.191271488
471	9.19070775
472	9.190370641
473	9.189633296
474	9.188595083
475	9.187946789
476	9.186816835
477	9.185644299
478	9.184380938
479	9.183923894
480	9.182933562
481	9.182235729
482	9.180477395
483	9.179190086
484	9.178525056
485	9.177703335
486	9.176271422
487	9.174498527
488	9.173352184
489	9.17273535
490	9.171251153
491	9.169484328
492	9.168748593
493	9.167587989
494	9.166869377
495	9.165897696
496	9.165150937
497	9.16381175
498	9.162456166
499	9.162040746
500	9.161288259
501	9.160534951
502	9.159852697
503	9.15922928
504	9.15830698
505	9.157257362
506	9.156490608
507	9.155650746
508	9.155049474
509	9.154894204
510	9.153730025
511	9.153016802
512	9.152117813
513	9.15205653
514	9.15138179
515	9.149725143
516	9.149305908
517	9.149163564
518	9.147622028
519	9.146581816
520	9.145380187
521	9.144213665
522	9.143026166
523	9.141946959
524	9.141486056
525	9.140336316
526	9.139714737
527	9.138688117
528	9.137395218
529	9.136668044
530	9.13632768
531	9.135846608
532	9.13552336
533	9.135091023
534	9.13371132
535	9.132978183
536	9.132331523
537	9.131591494
538	9.130655259
539	9.130366395
540	9.129658836
541	9.12903566
542	9.128140393
543	9.12776063
544	9.126975329
545	9.125726952
546	9.125589003
547	9.124829758
548	9.12389714
549	9.122981557
550	9.122549576
551	9.121756083
552	9.121100132
553	9.120350656
554	9.119024447
555	9.118459282
556	9.117836952
557	9.117367746
558	9.116754144
559	9.115752807
560	9.115588922
561	9.115510791
562	9.115020563
563	9.114359122
564	9.113870549
565	9.113466567
566	9.112816283
567	9.112046753
568	9.110315219
569	9.109935235
570	9.10874506
571	9.108247722
572	9.107863617
573	9.107565411
574	9.105663926
575	9.104929641
576	9.104182658
577	9.103548564
578	9.103113958
579	9.102218535
580	9.101853958
581	9.10135553
582	9.100783001
583	9.100494444
584	9.099402387
585	9.098370634
586	9.097859997
587	9.097533736
588	9.097181871
589	9.096575596
590	9.096048166
591	9.095688308
592	9.094858562
593	9.094338644
594	9.093406341
595	9.092372424
596	9.091329218
597	9.090500654
598	9.089550375
599	9.088880226
600	9.08834577
601	9.08753993
602	9.08677557
603	9.085905063
604	9.085433046
605	9.084951639
606	9.084488858
607	9.083984462
608	9.08378089
609	9.083197226
610	9.082752197
611	9.08235633
612	9.082002539
613	9.08184126
614	9.081213771
615	9.081144734
616	9.079817049
617	9.079077589
618	9.078504785
619	9.078214523
620	9.077429348
621	9.076810599
622	9.076268091
623	9.075243376
624	9.074883881
625	9.074275075
626	9.074027963
627	9.073402561
628	9.072329592
629	9.071880912
630	9.071201857
631	9.069991995
632	9.068369754
633	9.067418852
634	9.066312862
635	9.065751838
636	9.064758495
637	9.063855295
638	9.063049438
639	9.062194972
640	9.061525328
641	9.061485639
642	9.061305198
643	9.060922945
644	9.060254029
645	9.059561462
646	9.058897699
647	9.057894933
648	9.057450835
649	9.05681313
650	9.055744248
651	9.055397937
652	9.055347893
653	9.054845232
654	9.053932485
655	9.05364899
656	9.052775177
657	9.052100679
658	9.051711812
659	9.05088215
660	9.049594307
661	9.048994997
662	9.048496096
663	9.047673532
664	9.046658029
665	9.046347522
666	9.045842964
667	9.045010011
668	9.044357827
669	9.043296717
670	9.042561988
671	9.042208773
672	9.041771039
673	9.040781359
674	9.04009784
675	9.038658035
676	9.038185772
677	9.037700554
678	9.03728456
679	9.036925697
680	9.036227864
681	9.03555667
682	9.034973437
683	9.034236513
684	9.033515531
685	9.033023802
686	9.032562014
687	9.03248263
688	9.032252732
689	9.031673587
690	9.03115102
691	9.030379578
692	9.029767633
693	9.028813926
694	9.02808318
695	9.027687149
696	9.027214711
697	9.026817493
698	9.026612793
699	9.025541302
700	9.025107864
701	9.025051379
702	9.024380405
703	9.02403858
704	9.023392763
705	9.022938133
706	9.02289863
707	9.021736161
708	9.02062636
709	9.020146945
710	9.019713136
711	9.019604486
712	9.019074785
713	9.019010282
714	9.018859997
715	9.018452964
716	9.018096072
717	9.017856425
718	9.017740397
719	9.017284971
720	9.01621186
721	9.015708644
722	9.015444297
723	9.014424786
724	9.013917429
725	9.013578002
726	9.013352452
727	9.01299874
728	9.012494972
729	9.011994492
730	9.01129986
731	9.010576275
732	9.010554147
733	9.009874041
734	9.008883607
735	9.008495434
736	9.008174255
737	9.007696767
738	9.007410863
739	9.007174402
740	9.006599576
741	9.00601695
742	9.005474656
743	9.004946817
744	9.004368651
745	9.003654354
746	9.003158134
747	9.002770301
748	9.002324607
749	9.001876331
750	9.001623835
751	9.001025507
752	9.000447899
753	8.999865403
754	8.999388112
755	8.998757251
756	8.998402658
757	8.997988659
758	8.997376507
759	8.99661545
760	8.995847008
761	8.995531009
762	8.995062492
763	8.994513524
764	8.993917268
765	8.993310456
766	8.993001964
767	8.992620265
768	8.992402916
769	8.991876259
770	8.991363289
771	8.990756609
772	8.990523083
773	8.990104432
774	8.989575682
775	8.989260359
776	8.9888762
777	8.988469253
778	8.988117321
779	8.987411885
780	8.9868171
781	8.986492545
782	8.986271988
783	8.986133868
784	8.985918045
785	8.985586796
786	8.985318933
787	8.98503944
788	8.984486002
789	8.984153422
790	8.983808238
791	8.983587854
792	8.983247436
793	8.983071986
794	8.982539907
795	8.98232909
796	8.981957602
797	8.981612564
798	8.981086561
799	8.981039614
800	8.980662865
801	8.980380417
802	8.979908533
803	8.979603285
804	8.979340839
805	8.978557438
806	8.978096233
807	8.977703885
808	8.97731707
809	8.976956459
810	8.976490721
811	8.97611501
812	8.975724987
813	8.975679432
814	8.975123585
815	8.974408689
816	8.974142484
817	8.973644713
818	8.973444657
819	8.973197779
820	8.972792337
821	8.97226446
822	8.972108932
823	8.972025643
824	8.971649741
825	8.971450533
826	8.971108798
827	8.970683862
828	8.970079248
829	8.969790684
830	8.969311347
831	8.968722485
832	8.968203928
833	8.967886646
834	8.967710235
835	8.967494973
836	8.9673837
837	8.967060436
838	8.966694681
839	8.96649166
840	8.966441383
841	8.965821396
842	8.965588686
843	8.965373061
844	8.964829772
845	8.964618906
846	8.964377274
847	8.963732746
848	8.96329642
849	8.963145212
850	8.96251708
851	8.961956385
852	8.961770693
853	8.961446806
854	8.960832953
855	8.960540384
856	8.959820503
857	8.959571895
858	8.958951699
859	8.958566434
860	8.958345655
861	8.958297179
862	8.957933011
863	8.957733313
864	8.957441022
865	8.956863899
866	8.956658603
867	8.956567456
868	8.956091599
869	8.955691648
870	8.955323299
871	8.955084831
872	8.95433349
873	8.954179415
874	8.9538938
875	8.953413096
876	8.953082944
877	8.952484881
878	8.952068994
879	8.951699888
880	8.951605762
881	8.95121325
882	8.950795319
883	8.950439489
884	8.950403818
885	8.950180069
886	8.94990471
887	8.949537663
888	8.94914784
889	8.948708494
890	8.948531304
891	8.94815053
892	8.947818335
893	8.947691834
894	8.947116503
895	8.946379185
896	8.946091384
897	8.94551003
898	8.9452168
899	8.944913102
900	8.944586923
901	8.944450925
902	8.944111762
903	8.943771315
904	8.943729311
905	8.943441988
906	8.943050271
907	8.942975893
908	8.942569034
909	8.942060014
910	8.941868552
911	8.941443945
912	8.941348263
913	8.940926004
914	8.940643904
915	8.940411108
916	8.939956346
917	8.939790394
918	8.939161502
919	8.938740606
920	8.938623303
921	8.93830806
922	8.937872942
923	8.937584716
924	8.937557972
925	8.937258703
926	8.937046349
927	8.936633102
928	8.936272772
929	8.935768998
930	8.935497314
931	8.935122841
932	8.934899751
933	8.934615219
934	8.93438614
935	8.93432625
936	8.933934781
937	8.933549258
938	8.933182703
939	8.932851201
940	8.932667229
941	8.932172083
942	8.931869424
943	8.931646806
944	8.931301994
945	8.931204887
946	8.930820885
947	8.930558099
948	8.930383629
949	8.93010757
950	8.929900124
951	8.929319619
952	8.929116557
953	8.92898847
954	8.928757786
955	8.928328205
956	8.928062383
957	8.927739419
958	8.927643432
959	8.927602756
960	8.927427604
961	8.926953038
962	8.926837827
963	8.926375372
964	8.926345861
965	8.926215738
966	8.925866251
967	8.925422618
968	8.925178907
969	8.924992671
970	8.924916563
971	8.924620685
972	8.924540891
973	8.92441945
974	8.924294664
975	8.923921824
976	8.923854736
977	8.923382738
978	8.923242363
979	8.92317682
980	8.923028282
981	8.922602252
982	8.922458647
983	8.922035111
984	8.921715934
985	8.921299531
986	8.920817118
987	8.920658006
988	8.920613173
989	8.920245332
990	8.920047492
991	8.919852291
992	8.919774449
993	8.919592463
994	8.919576236
995	8.919337805
996	8.919051387
997	8.918801675
998	8.918620598
999	8.918383733
